timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1766274369119,3,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,3,0,0
1766274369122,2,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,2,0,0
1766274369125,4,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,4,0,0
1766274369117,12,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,3,http://localhost:8000/api/audit/stats,12,0,0
1766274369130,8,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,7,0,0
1766274369138,3,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,3,0,0
1766274369103,41,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,3,http://localhost:8002/api/deid/anonymize,41,0,1
1766274369130,17,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,3,http://localhost:8000/api/audit/logs?limit=10&offset=0,17,0,0
1766274369142,5,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,3,0,0
1766274369147,4,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,4,0,0
1766274369152,4,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,4,0,0
1766274369156,3,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,3,0,0
1766274369160,8,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,8,0,0
1766274369169,2,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,2,0,0
1766274369147,25,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,3,http://localhost:8000/api/audit/stats,25,0,0
1766274369172,3,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,3,0,0
1766274369145,44,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,3,http://localhost:8002/api/deid/anonymize,44,0,0
1766274369176,13,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,13,0,0
1766274369172,17,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,3,http://localhost:8000/api/audit/logs?limit=10&offset=0,17,0,0
1766274369190,3,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,3,0,0
1766274369193,3,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,2,0,0
1766274369196,3,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,3,0,0
1766274369190,32,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,3,http://localhost:8002/api/deid/anonymize,32,0,0
1766274369200,3,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,3,0,0
1766274369190,18,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,3,http://localhost:8000/api/audit/stats,18,0,0
1766274369227,2,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,2,0,0
1766274369230,5,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,4,0,0
1766274369235,2,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,2,0,0
1766274369237,3,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,2,0,0
1766274369227,13,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,3,http://localhost:8000/api/audit/logs?limit=10&offset=0,13,0,0
1766274369240,3,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,3,0,0
1766274369243,2,API Gateway - Health Check,200,OK,01 - Health Check Tests 1-5,text,true,,169,122,1,3,http://localhost:8000/health,2,0,0
1766274369245,3,Audit Logger - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8006/health,3,0,0
1766274369248,4,DeID Service - Health Check,200,,01 - Health Check Tests 1-5,text,true,,307,122,1,3,http://localhost:8002/health,4,0,0
1766274369240,12,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,3,http://localhost:8000/api/audit/stats,12,0,0
1766274369253,16,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,15,0,0
1766274369227,49,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,2,http://localhost:8002/api/deid/anonymize,49,0,0
1766274369269,14,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,14,0,0
1766274369284,16,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,16,0,0
1766274369301,16,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,16,0,0
1766274369317,11,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,11,0,0
1766274369277,55,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,2,http://localhost:8002/api/deid/anonymize,55,0,0
1766274369328,11,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,11,0,0
1766274369340,10,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,10,0,0
1766274369351,11,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,11,0,0
1766274369333,30,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,2,http://localhost:8002/api/deid/anonymize,30,0,0
1766274369362,12,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,12,0,0
1766274369374,11,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,11,0,0
1766274369385,12,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,12,0,0
1766274369364,41,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,2,http://localhost:8002/api/deid/anonymize,41,0,0
1766274369397,15,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,15,0,0
1766274369413,15,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,15,0,0
1766274369405,33,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,2,http://localhost:8002/api/deid/anonymize,33,0,0
1766274369429,12,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,12,0,0
1766274369441,9,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,9,0,0
1766274369450,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,8,0,0
1766274369459,11,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,11,0,0
1766274369438,34,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,437,1,2,http://localhost:8002/api/deid/anonymize,33,0,0
1766274369471,12,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,12,0,0
1766274369483,16,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,16,0,0
1766274369472,31,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,438,1,2,http://localhost:8002/api/deid/anonymize,31,0,0
1766274369500,22,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,22,0,0
1766274369523,13,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,13,0,0
1766274369503,38,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,438,1,2,http://localhost:8002/api/deid/anonymize,38,0,0
1766274369536,15,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,15,0,0
1766274369551,14,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,14,0,0
1766274369542,35,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,438,1,2,http://localhost:8002/api/deid/anonymize,35,0,0
1766274369565,17,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,17,0,0
1766274369583,20,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,20,0,0
1766274369577,26,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,438,1,2,http://localhost:8002/api/deid/anonymize,26,0,0
1766274369603,26,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,25,0,0
1766274369603,32,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,438,1,2,http://localhost:8002/api/deid/anonymize,32,0,0
1766274369629,18,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,18,0,0
1766274369647,13,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,2,http://localhost:8000/api/audit/stats,12,0,0
1766274369660,11,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,2,http://localhost:8000/api/audit/logs?limit=10&offset=0,11,0,0
1766274369636,56,Anonymize Document,200,,03 - DeID Service Performance 3-5,text,true,,456,438,1,2,http://localhost:8002/api/deid/anonymize,56,0,0
1766274369672,29,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,29,0,0
1766274369702,12,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-5,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,12,0,0
1766274369722,11,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-5,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,11,0,0
1766274370100,14,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,14,0,1
1766274370114,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274370122,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274370130,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274370138,10,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,10,0,0
1766274370148,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274370157,9,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,9,0,0
1766274370166,9,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,9,0,0
1766274370176,7,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,6,0,0
1766274370183,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274370191,7,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,7,0,0
1766274370198,9,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,9,0,0
1766274370226,13,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,13,0,0
1766274370240,9,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,9,0,0
1766274370249,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274370257,9,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,9,0,0
1766274370266,9,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,9,0,0
1766274370275,15,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,15,0,0
1766274370291,17,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,17,0,0
1766274370308,9,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,9,0,0
1766274370317,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274370325,12,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,12,0,0
1766274370337,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274370346,13,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,13,0,0
1766274370359,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274370367,12,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,12,0,0
1766274370380,7,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,7,0,0
1766274370387,10,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,10,0,0
1766274370397,7,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,7,0,0
1766274370405,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274370414,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274370422,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274370430,7,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,7,0,0
1766274370438,7,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,7,0,0
1766274370445,6,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,6,0,0
1766274370452,7,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,7,0,0
1766274370459,7,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,6,0,0
1766274370466,9,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,9,0,0
1766274370476,9,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-6,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,9,0,0
1766274370485,10,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-6,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,10,0,0
1766274371099,11,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-7,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,11,0,1
1766274371110,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-7,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274371118,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-7,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274371126,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-7,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274371134,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-7,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,8,0,0
1766274371142,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-7,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274371150,9,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-7,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,9,0,0
1766274371159,8,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-7,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,8,0,0
1766274371167,8,Get Audit Logs (via Gateway),200,OK,02 - Audit Logger Performance 2-7,text,true,,4087,148,1,1,http://localhost:8000/api/audit/logs?limit=10&offset=0,7,0,0
1766274371175,7,Get Audit Stats (via Gateway),500,Internal Server Error,02 - Audit Logger Performance 2-7,text,false,,261,131,1,1,http://localhost:8000/api/audit/stats,7,0,0
